0	17410836404	3714317347
0	5462.86351	5598814988
0	5460.379188	5598839636
0	202.9983659	5755253212
0	195.1869458	5773358880
0	136.439933	5826701515
0	136.4357414	5826708910
0	93.57328799	4839358984
0	58.99848807	6014069207
0	58.4517885	6084786539
0	51.81627468	6185799140
0	51.81597871	6185807654
0	34.71987332	6367693244
0	3.809094587	5139097948
0	1.21729142	4995297160
0	1.181607396	5017924181
0	0.904405623	3998650192
0	0.902289227	4053132506
0	0.658737743	3110584106
0	0.647671581	3053808339
0.01	6896243801	3714220179
0.01	4200.383395	5597794562
0.01	3459.8142	5596505870
0.01	198.2106017	5751384800
0.01	183.4420426	5765566540
0.01	142.9405325	5835319466
0.01	138.1279637	5831394033
0.01	93.64707087	4838943068
0.01	59.37447206	6013787427
0.01	58.00526065	6080662197
0.01	52.18065678	6190196846
0.01	51.40585162	6185977695
0.01	34.91741971	6368941460
0.01	3.812873359	5139283694
0.01	1.258695245	4587757508
0.01	1.210261327	4630133333
0.01	0.96648252	3549558204
0.01	0.965386262	3470026263
0.01	0.713421921	2471927041
0.01	0.686410329	2380533656
0.02	1054467088	3713928643
0.02	2452.870947	5594587216
0.02	1717.170423	5589720874
0.02	189.1639047	5741841759
0.02	171.6813458	5749619352
0.02	151.3591679	5853769693
0.02	140.6732631	5843233699
0.02	93.86811802	4837696777
0.02	60.46136799	6012949291
0.02	57.1246586	6069990446
0.02	52.95118764	6201691309
0.02	50.31325232	6186563810
0.02	3.82406838	5139827419
0.02	1.786136931	5745194620
0.02	1.467518595	4569823623
0.02	1.392068238	4625958583
0.02	1.118552814	3477170065
0.02	1.117646462	3566987392
0.02	0.837548323	2500584205
0.02	0.804624297	2400486875
0.03	244661564.2	3713442650
0.03	1422.288632	5588979866
0.03	998.2456518	5578892811
0.03	179.4613886	5729588928
0.03	165.808221	5732394778
0.03	156.6207878	5875281234
0.03	141.384414	5858757615
0.03	94.23553116	4835624460
0.03	62.15598985	6011607057
0.03	56.39380199	6055781174
0.03	53.7043702	6217370968
0.03	48.87601957	6187706488
0.03	3.842278728	5140692124
0.03	1.965578402	5749060577
0.03	1.619226044	4562859281
0.03	1.519397845	4629821686
0.03	1.22951772	3481512353
0.03	1.226568993	3577578123
0.03	0.92971248	2517911246
0.03	0.892936962	2413055477
0.04	81601489.95	3712762044
0.04	884.3169635	5580658887
0.04	676.9887541	5564628580
0.04	168.6622754	5716076572
0.04	163.3944368	5716178360
0.04	157.9251241	5897593673
0.04	139.0846881	5875728004
0.04	94.74783395	4832733263
0.04	64.37640931	6009947403
0.04	56.13059783	6040281823
0.04	47.46318319	6189608521
0.04	3.866905098	5141826265
0.04	2.115529218	5758289498
0.04	1.943084589	5679799041
0.04	1.745981818	4557192058
0.04	1.623709679	4633862995
0.04	1.321636562	3484988931
0.04	1.316734512	3585585805
0.04	1.007249339	2530810514
0.04	0.967564195	2422772761
0.05	34239155.68	3711886614
0.05	596.8351435	5569365709
0.05	512.001586	5547588960
0.05	162.794962	5701843198
0.05	156.6691338	5701761620
0.05	151.8878702	5919492548
0.05	132.4688052	5892612473
0.05	95.40300278	4829032988
0.05	67.2682824	6008443177
0.05	56.87111036	6025118294
0.05	3.897230519	5143174243
0.05	2.247477508	5768113335
0.05	2.047290961	5679932232
0.05	1.857826543	4551998440
0.05	1.714657904	4637613498
0.05	1.402722394	3488075466
0.05	1.395933281	3592224489
0.05	1.076252326	2541371155
0.05	1.034220855	2430996302
0.05	0.739536336	1480825699
0.06	16737263.53	3710816084
0.06	436.5580916	5555059605
0.06	417.1198837	5528385547
0.06	162.2186769	5689649079
0.06	144.2064462	5686730536
0.06	130.2527947	5939412321
0.06	120.1051417	5907828993
0.06	96.19850966	4824535901
0.06	71.58431332	6008099044
0.06	60.65403246	6012156773
0.06	3.932499546	5144684914
0.06	2.366983824	5777630771
0.06	2.141015674	5680713206
0.06	1.95948823	4547191862
0.06	1.7967459	4641108541
0.06	1.476509042	3490984694
0.06	1.467874314	3598049395
0.06	1.139678465	2550534518
0.06	1.095685959	2438345234
0.06	0.797639084	1497195974
0.07	9114737.981	3709550122
0.07	357.552436	5507527223
0.07	343.1643901	5537995127
0.07	159.718077	5679404425
0.07	132.1566348	5670976014
0.07	102.7375259	5919195983
0.07	97.13137652	4819256502
0.07	89.12481985	5952277352
0.07	78.97445108	6010772089
0.07	77.44655401	6006680029
0.07	3.971981028	5146316469
0.07	2.477225193	5786646820
0.07	2.227191335	5681809706
0.07	2.053659326	4542790888
0.07	1.872497706	4644427542
0.07	1.545114408	3493831416
0.07	1.534656119	3603364425
0.07	1.199219969	2558809699
0.07	1.153553164	2445158974
0.07	0.853413673	1511845904
0.08	5377818.874	3708088333
0.08	317.4800998	5485410677
0.08	285.9933348	5518640369
0.08	154.0383764	5670623508
0.08	121.1206314	5654492741
0.08	113.168139	6020439446
0.08	98.19824087	4813211262
0.08	90.46683956	6018770276
0.08	85.73962468	5924232606
0.08	65.65518123	5946495400
0.08	4.015008677	5148037935
0.08	2.580227764	5795146648
0.08	2.307657408	5683099517
0.08	2.142064102	4538819381
0.08	1.943490938	4647638337
0.08	1.609872992	3496684519
0.08	1.597598239	3608354548
0.08	1.255950726	2566504112
0.08	1.208836099	2451645045
0.08	0.907733761	1525342893
0.09	3375085.414	3706430267
0.09	288.9838179	5462334519
0.09	249.0143742	5497515669
0.09	145.1775032	5662717979
0.09	138.6861327	6042193212
0.09	111.3554068	5637299431
0.09	103.1008087	6032483272
0.09	99.39543243	4806418347
0.09	73.83827582	5922472463
0.09	59.67655168	5933445512
0.09	4.061001076	5149828419
0.09	2.677385451	5803168050
0.09	2.383654495	5684532794
0.09	2.225898695	4535289167
0.09	2.010786929	4650793013
0.09	1.671688656	3499588420
0.09	1.65759271	3613140800
0.09	1.310603076	2573817812
0.09	1.262227742	2457939972
0.09	0.961213919	1538059321
0.1	2224580.292	3704575414
0.1	267.7815382	5438520310
0.1	223.6921204	5475077039
0.1	153.782445	6065963476
0.1	134.0991018	5655129565
0.1	112.7255641	6050042286
0.1	102.8771304	5619435709
0.1	100.7190605	4798897327
0.1	66.31537654	5915763460
0.1	57.6973006	5919231599
0.1	4.109466376	5151675304
0.1	2.769710699	5810763239
0.1	2.456064956	5686088149
0.1	2.306041117	4532199804
0.1	2.075138871	4653931006
0.1	1.731207026	3502573312
0.1	1.715275522	3617806687
0.1	1.363703889	2580888260
0.1	1.314228043	2464138439
0.1	1.014310985	1550251777
0.11	1525850.531	3702523207
